plant_id,plant_name,technology,capacity_kw,capacity_mw,capacity_factor,energy_mwh,plant_postcode,plant_ort,plant_municipality,plant_district,plant_location_id,substation_id,substation_name,substation_operator,substation_voltage,substation_type,distance_to_substation_m
SEE985818635128,V20217,Wind,2000.0,2.0,0.32,5606.400000000001,15345,Altlandsberg,Altlandsberg,Märkisch-Oderland,SEL906638403322,1944,Wegendorf TS WKA,,,,1998.0139885931037
SEE954065333897,GE 25163682-01,Wind,2530.0,2.53,0.32,7092.096,15936,Dahmetal,Dahmetal,Teltow-Fläming,SEL910953022144,179,,,,,1773.8148416160736
SEE998780160123,PV-Anlage Sergen,Solare Strahlungsenergie,594.0,0.594,0.12,624.4128,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,3163,,enviaM,,minor_distribution,1338.941576470562
SEE948721850590,V 212502,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL902983194274,2347,Jacobsdorf,MLK,110000,generation,1909.2998407364594
SEE933244215582,WEA 2,Wind,2530.0,2.53,0.32,7092.096,15936,Dahmetal,Dahmetal,Teltow-Fläming,SEL901427699870,179,,,,,2201.0651812606407
SEE970240259233,V 212503,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL909796203636,2347,Jacobsdorf,MLK,110000,generation,1764.83416413831
SEE978150569985,V 212504,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL902983194274,2347,Jacobsdorf,MLK,110000,generation,1506.1768761475446
SEE988550532632,WEA 3,Wind,2530.0,2.53,0.32,7092.096,15936,Dahmetal,Dahmetal,Teltow-Fläming,SEL901427699870,179,,,,,2103.277536636566
SEE971732258345,V 212505,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL989998651916,2347,Jacobsdorf,MLK,110000,generation,1237.9672282235963
SEE971944619491,PV-Anlage Sergen,Solare Strahlungsenergie,1584.0,1.584,0.12,1665.1008,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,3163,,enviaM,,minor_distribution,1338.941576470562
SEE975094493437,WEA 4,Wind,2530.0,2.53,0.32,7092.096,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL901427699870,179,,,,,2627.1458029146097
SEE977118064012,V 212506,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL989998651916,2347,Jacobsdorf,MLK,110000,generation,1186.5969813239626
SEE963764933994,V 212507,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL943000953160,2347,Jacobsdorf,MLK,110000,generation,693.9004159827667
SEE985641656390,PV-Anlage Sergen,Solare Strahlungsenergie,3708.0,3.708,0.12,3897.8496,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,3163,,enviaM,,minor_distribution,1338.941576470562
SEE923923348991,WEA 5,Wind,2530.0,2.53,0.32,7092.096,15936,Dahme,Dahme/Mark,Teltow-Fläming,SEL901427699870,2860,,,,yes,2611.4117492015157
SEE978883707494,V 212508,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL902983194274,2347,Jacobsdorf,MLK,110000,generation,2063.4954386875525
SEE938820181329,PV-Anlage Sergen,Solare Strahlungsenergie,1962.0,1.962,0.12,2062.4543999999996,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,3163,,enviaM,,minor_distribution,1338.941576470562
SEE943618043789,V 212509,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL989998651916,2347,Jacobsdorf,MLK,110000,generation,1447.3220549870202
SEE969121787637,V 212510,Wind,3450.0,3.45,0.32,9671.04,15236,Jacobsdorf,Jacobsdorf,Oder-Spree,SEL989998651916,2782,Petersdorf,,110000,generation,1263.444401752674
SEE976721859220,PV-Anlage Frauendorf,Solare Strahlungsenergie,7800.0,7.8,0.12,8199.36,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,120,Gallinchen GG 4.2.,enviaM RWE,,minor_substation,2044.2623215867839
SEE911157803850,PV-Anlage Kahsel,Solare Strahlungsenergie,2520.0,2.52,0.12,2649.024,3058,Neuhausen,Cottbus,Cottbus,SEL964706406811,120,Gallinchen GG 4.2.,enviaM RWE,,minor_substation,2044.3314339036965
SEE902442233360,WF Märkisch-Linden WEA 1 (Seriennummer FL 551),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,1821.2634728963112
SEE984973929837,PV-Dachanlage Kahsel,Solare Strahlungsenergie,681.0,0.681,0.12,715.8672,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,1676,,,,,2423.157116080233
SEE982823615473,WF Märkisch-Linden WEA 2 (Seriennummer FL 552),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,1775.4298465509285
SEE918939814394,DE-S-TURNOW-PRE,Solare Strahlungsenergie,1250.0,1.25,0.12,1314.0,3185,Turnow-Preilack,Peitz,Spree-Neiße,SEL996720060700,1629,Peitz,enviaM,110000,distribution,1233.4989348518209
SEE907537939899,WF Märkisch-Linden WEA 3 (Seriennummer FL 553),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,815.1899699025234
SEE978608520667,WF Märkisch-Linden WEA 4 (Seriennummer FL 554),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,577.058631338884
SEE946385686357,WF Märkisch-Linden WEA 5 (Seriennummer FL 555),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,486.92707534696984
SEE999526177979,PV-Anlage Laubsdorf 1.BA,Solare Strahlungsenergie,5560.0,5.56,0.12,5844.672,3058,Neuhausen,Neuhausen/Spree,Spree-Neiße,SEL964706406811,2131,Umspannwerk Roggosen,enviaM,110000,,1652.2261679240687
SEE919877394658,WF Märkisch-Linden WEA 6 (Seriennummer FL 556),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,607.9035750783697
SEE933490953979,PV-Anlage Laubsdorf 1.BA,Solare Strahlungsenergie,2100.0,2.1,0.12,2207.52,3058,Neuhausen,Cottbus,Cottbus,SEL964706406811,2131,Umspannwerk Roggosen,enviaM,110000,,1652.2261679240687
SEE914028681946,WF Märkisch-Linden WEA 7 (Seriennummer FL 557),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,885.8678184987992
SEE981965198202,WF Märkisch-Linden WEA 8 (Seriennummer FL 558),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,1165.2405980382248
SEE948553761750,WF Märkisch-Linden WEA 9 (Seriennummer FL 559),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,2913,Umspannwerk Walsleben,Edis,,,1371.2632456239273
SEE982552141472,WF Märkisch-Linden WEA 10 (Seriennummer FL 560),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,201.088204794871
SEE920651643305,WF Märkisch-Linden WEA 12 (Seriennummer FL 562),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,123.86549500849087
SEE959325922958,L2 Lücke 2,Wind,2780.0,2.78,0.32,7792.896,17291,Schenkenberg,Schenkenberg,Uckermark,SEL946360652124,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,2853.7115248351206
SEE953711247748,WF Märkisch-Linden WEA 13 (Seriennummer FL 563),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,445.5541301654653
SEE916332403214,WF Märkisch-Linden WEA 14 (Seriennummer FL 564),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,746.0021148282945
SEE968225260886,WF Märkisch-Linden WEA15 (Seriennummer FL 565),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,1052.2995134934456
SEE949843189186,WF Märkisch-Linden WEA 16 (Seriennummer FL 566),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,1361.0878160234993
SEE963545227632,WF Märkisch-Linden WEA 17 (Seriennummer FL 567),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,2913,Umspannwerk Walsleben,Edis,,,1649.1110738982045
SEE969496044793,WF Märkisch-Linden WEA 18 (Seriennummer FL 568),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2913,Umspannwerk Walsleben,Edis,,,1549.0938063203466
SEE972914043292,WF Märkisch-Linden WEA 19 (Seriennummer FL 569),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,2076,Kränzlin Nord,E.DIS Netz GmbH,110000,generation,468.7706505648758
SEE954071020965,WF Märkisch-Linden WEA 20 (Seriennummer FL 570),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL976138936125,2913,Umspannwerk Walsleben,Edis,,,1148.4468551881273
SEE955527325085,WF Märkisch-Linden WEA 21 (Seriennummer FL 561),Wind,1500.0,1.5,0.32,4204.8,16818,Märkisch Linden,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,2913,Umspannwerk Walsleben,Edis,,,1509.474628481659
SEE957533408233,RCP Solarpark Fürstenwalde,Solare Strahlungsenergie,4320.0,4.32,0.12,4541.184,15517,Fürstenwalde,Fürstenwalde/Spree,Oder-Spree,SEL922490316464,1648,Fürstenwalde Flugplatz,E.DIS Netz,110000,generation,1362.572066212669
SEE901731820847,V201624,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,427.77990134202287
SEE967142227637,V201625,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,227.99957541665538
SEE916547345040,V201626,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,626.4061109860559
SEE946637214581,V201627,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,579.3099934343215
SEE949239845351,V201628,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,1004.6305993478245
SEE964178343966,V201629,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,862.8146968225949
SEE975314683921,V201618,Wind,2000.0,2.0,0.32,5606.400000000001,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,1329.6634220516462
SEE949896514690,V201630,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,1660.216542694516
SEE901918302777,V201631,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,1870,Sydower Fließ West,TEWI GmbH & Co. KG,110000,generation,1576.8543669626342
SEE966463446734,DE49.005 Wriezen BA II,Solare Strahlungsenergie,4100.4,4.1004,0.12,4310.340479999999,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL942536874581,1713,Wriezen Höhe,E.DIS Netz GmbH,110000,generation,1271.2862128121005
SEE953375055024,V201632,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,2587,Umspannwerk Albertshof,Berliner Stadtwerke,110000,generation,890.5899615848524
SEE986386280444,V201633,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL908977583574,2587,Umspannwerk Albertshof,Berliner Stadtwerke,110000,generation,1143.1881335188382
SEE939127209532,V201634,Wind,3075.0,3.075,0.32,8619.84,16230,Sydower Fließ,Sydower Fließ,Barnim,SEL917231748277,2587,Umspannwerk Albertshof,Berliner Stadtwerke,110000,generation,1423.332858966935
SEE960626455106,WP Schmölln WEA 1,Wind,3300.0,3.3,0.32,9250.56,17291,Randowtal,Randowtal,Uckermark,SEL999297920781,3027,,,,measurement,3489.679321693798
SEE911701399211,V18397,Wind,2000.0,2.0,0.32,5606.400000000001,16356,Werneuchen,Werneuchen,Barnim,SEL949612028265,2587,Umspannwerk Albertshof,Berliner Stadtwerke,110000,generation,1368.1737426520237
SEE945672950522,V18398,Wind,2000.0,2.0,0.32,5606.400000000001,16356,Werneuchen,Werneuchen,Barnim,SEL949612028265,2587,Umspannwerk Albertshof,Berliner Stadtwerke,110000,generation,1420.5732764750617
SEE908996876886,V18438,Wind,2000.0,2.0,0.32,5606.400000000001,16356,Werneuchen,Werneuchen,Barnim,SEL949612028265,1397,Umspannwerk Willmersdorf,E.DIS Netz GmbH,110000,generation,390.30973667129604
SEE930053065117,WP Schmölln WEA 2,Wind,3300.0,3.3,0.32,9250.56,17291,Randowtal,Randowtal,Uckermark,SEL908257176946,2541,UW Randowhöhe,ENERTRAG,110000,generation,3504.7862944765916
SEE933796114920,WP Schmölln WEA 3,Wind,3300.0,3.3,0.32,9250.56,17291,Randowtal,Randowtal,Uckermark,SEL908257176946,2541,UW Randowhöhe,ENERTRAG,110000,generation,3087.8154544856334
SEE978287182880,WP Schmölln WEA 4,Wind,3300.0,3.3,0.32,9250.56,17291,Randowtal,Randowtal,Uckermark,SEL973387339288,2541,UW Randowhöhe,ENERTRAG,110000,generation,2964.844632886124
SEE967376733867,E1 Eisenbahn Stettin 1,Wind,3450.0,3.45,0.32,9671.04,16307,Mescherin,Gartz (Oder),Uckermark,SEL902442741582,3409,,E.DIS Netz,,,2526.0708759832337
SEE911886075610,E3 Eisenbahn Stettin 3,Wind,3450.0,3.45,0.32,9671.04,16307,Gartz,Gartz (Oder),Uckermark,SEL907345538048,3409,,E.DIS Netz,,,1867.7010991711072
SEE999042729010,E4 Eisenbahn Stettin 4,Wind,3450.0,3.45,0.32,9671.04,16307,Mescherin,Gartz (Oder),Uckermark,SEL902442741582,3409,,E.DIS Netz,,,1826.570826898427
SEE960411820539,E5 Eisenbahn Stettin 5,Wind,3450.0,3.45,0.32,9671.04,16307,Mescherin,Gartz (Oder),Uckermark,SEL902442741582,3409,,E.DIS Netz,,,1510.3617105843034
SEE931740866543,E6 Eisenbahn Stettin 6,Wind,3450.0,3.45,0.32,9671.04,16307,Mescherin,Gartz (Oder),Uckermark,SEL907345538048,3409,,E.DIS Netz,,,1253.284015770574
SEE986911415877,EE Urja WEA 38,Wind,3450.0,3.45,0.32,9671.04,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL956244291691,3425,,,,,5454.75185342902
SEE946421122887,WP Lüdersdorf WEA 35,Wind,3450.0,3.45,0.32,9671.04,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL942536874581,1713,Wriezen Höhe,E.DIS Netz GmbH,110000,generation,6274.723517136222
SEE981876045305,WP Lüdersdrof WEA 37,Wind,3450.0,3.45,0.32,9671.04,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL972887206748,3425,,,,,5735.606664868214
SEE949321751980,WEA 5 / 921184,Wind,2350.0,2.35,0.32,6587.52,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,3348,,,,,239.1295251073224
SEE931155981022,PVA Cahnsdorf BA2B,Solare Strahlungsenergie,1680.0,1.68,0.12,1766.0159999999998,15926,Luckau,Luckau,Dahme-Spreewald,SEL955853306444,2016,,,,,2517.851287625714
SEE941319734036,Cahnsdorf BA2A,Solare Strahlungsenergie,900.0,0.9,0.12,946.0799999999999,15926,Luckau,Luckau,Dahme-Spreewald,SEL955853306444,1670,Willmersdorf West,Energiequelle,110000,generation,2132.127853008604
SEE981771255281,16897,Wind,2000.0,2.0,0.32,5606.400000000001,15910,Schönwald,Schönwald,Dahme-Spreewald,SEL927112711078,1927,,envvia M,,minor_distribution,1507.153655375818
SEE900983643914,16896,Wind,2000.0,2.0,0.32,5606.400000000001,15910,Schönwald,Schönwald,Dahme-Spreewald,SEL927112711078,1927,,envvia M,,minor_distribution,1454.4976366213652
SEE954937576896,17651,Wind,2000.0,2.0,0.32,5606.400000000001,15910,Schönwald,Schönwald,Dahme-Spreewald,SEL927112711078,178,,,,,2052.121196171978
SEE905829191079,17650,Wind,2000.0,2.0,0.32,5606.400000000001,15910,Schönwald,Schönwald,Dahme-Spreewald,SEL927112711078,1927,,envvia M,,minor_distribution,1910.0183714521052
SEE900120912088,17652,Wind,2000.0,2.0,0.32,5606.400000000001,15910,Schönwald,Schönwald,Dahme-Spreewald,SEL927112711078,178,,,,,1683.9152399545274
SEE946868297117,WEA 2 / 85145,Wind,3150.0,3.15,0.32,8830.08,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,2773,UW Semlin,WEMAG,110000,generation,978.3308070279926
SEE990957151644,WEA 1 / 921180,Wind,2350.0,2.35,0.32,6587.52,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,3374,,,,,279.9372289892424
SEE955812777339,WEA 2 / 921181,Wind,2350.0,2.35,0.32,6587.52,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,3373,,,,,341.051931007775
SEE948178278848,WEA 3 / 921182,Wind,2350.0,2.35,0.32,6587.52,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,3371,,,,,655.5886789490024
SEE955581772481,WEA 4 / 921183,Wind,2350.0,2.35,0.32,6587.52,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,3371,,,,,307.162167369117
SEE938943620477,ABR978910681018,Wind,2350.0,2.35,0.32,6587.52,17291,Schönfeld,Schönfeld,Uckermark,SEL946360652124,3404,,E.DIS Netz,,,4827.878387988385
SEE948195535757,DE41.002 Solarpark Bliesdorf T1,Solare Strahlungsenergie,1440.0,1.44,0.12,1513.7279999999998,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL983106720051,1711,Bliesdorf,E.DIS Netz GmbH,110000,generation,1776.951967026392
SEE994552188586,Beiersdorf WEA 01,Wind,2000.0,2.0,0.32,5606.400000000001,16259,Beiersdorf-Freudenberg,Beiersdorf-Freudenberg,Märkisch-Oderland,SEL964913372923,1839,Beiersdorf,NOTUS,110000,generation,5873.619601816799
SEE911423362791,B7 Briest 7,Wind,3600.0,3.6,0.32,10091.52,16306,Passow,Passow,Uckermark,SEL907345538048,1140,Wendemark Wasserwerk,E.DIS Netz GmbH,,,1866.5963915183722
SEE951838408783,WEA 11 (G-100187147-11),Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,3248,,,,generation,900.3509706837436
SEE908782133520,B8 Briest 8,Wind,3600.0,3.6,0.32,10091.52,16306,Passow,Passow,Uckermark,SEL902442741582,1140,Wendemark Wasserwerk,E.DIS Netz GmbH,,,1516.5474157557464
SEE930577857762,DE41.003 Solarpark Metzdorf II,Solare Strahlungsenergie,1959.75,1.95975,0.12,2060.0892,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL994767590181,2494,Gottesgabe Wriezen,E.DIS Netz GmbH,110000,generation,540.1241708118134
SEE965472238552,G1 Grottberg 1,Wind,3450.0,3.45,0.32,9671.04,17291,Grünow,Grünow,Uckermark,SEL946360652124,2847,Baumgarten Süd,juwi,110000,generation,1824.2301400004108
SEE902446383313,G2 Grottberg 2,Wind,3450.0,3.45,0.32,9671.04,17291,Grünow,Grünow,Uckermark,SEL946360652124,3029,,,,minor_distribution,1923.6337956612147
SEE909687987744,S1 Stramohlbring 1,Wind,3450.0,3.45,0.32,9671.04,17291,Grünow,Grünow,Uckermark,SEL946360652124,1947,Baumgarten,E.DIS Netz GmbH,110000,distribution,1263.323034102491
SEE900187581852,S2 Stramohlbring 2,Wind,3450.0,3.45,0.32,9671.04,17291,Grünow,Grünow,Uckermark,SEL946360652124,1947,Baumgarten,E.DIS Netz GmbH,110000,distribution,1087.3953710360363
SEE982212785824,S3 Stramohlbring 3,Wind,3450.0,3.45,0.32,9671.04,17291,Grünow,Grünow,Uckermark,SEL946360652124,3029,,,,minor_distribution,1179.1550856492925
SEE922253770502,A5 Alte Allee 5,Wind,3450.0,3.45,0.32,9671.04,17291,Schönfeld,Schönfeld,Uckermark,SEL940873178553,2328,UW Cremzow,ENERTRAG,110000,distribution,4085.690536729688
SEE927413447447,WEA 8 (G-100187149-08),Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,3248,,,,generation,1176.8094357102475
SEE990800978503,A6 Alte Allee 6,Wind,3450.0,3.45,0.32,9671.04,17291,Schönfeld,Schönfeld,Uckermark,SEL923415041553,2328,UW Cremzow,ENERTRAG,110000,distribution,3428.755277674764
SEE966046645684,A3 Alte Allee 3,Wind,3450.0,3.45,0.32,9671.04,17291,Schönfeld,Schönfeld,Uckermark,SEL923415041553,2286,,,,minor_distribution,3825.9954675791837
SEE975739469025,A4 Alte Allee 4,Wind,3450.0,3.45,0.32,9671.04,17291,Schönfeld,Schönfeld,Uckermark,SEL923415041553,2328,UW Cremzow,ENERTRAG,110000,distribution,3735.2926626877406
SEE911151440419,A1 Alte Allee 1,Wind,3450.0,3.45,0.32,9671.04,17291,Schönfeld,Schönfeld,Uckermark,SEL923415041553,2664,Uckerthal,E.DIS Netz GmbH,110000,generation,3413.5325174480713
SEE974645111226,L3 Lücke 3,Wind,3450.0,3.45,0.32,9671.04,17291,Schönfeld,Schönfeld,Uckermark,SEL923415041553,2328,UW Cremzow,ENERTRAG,110000,distribution,3638.908642985718
SEE993306869368,V 216971-03,Wind,3300.0,3.3,0.32,9250.56,14913,Schlenzer,Niederer Fläming,Teltow-Fläming,SEL912157231667,221,Wahlsdorf 3,E.DIS Netz GmbH,,minor_distribution,3583.836851343322
SEE978806819167,V 216972-04,Wind,3300.0,3.3,0.32,9250.56,14913,Schlenzer,Niederer Fläming,Teltow-Fläming,SEL912157231667,221,Wahlsdorf 3,E.DIS Netz GmbH,,minor_distribution,2653.209210019484
SEE924946526779,E 920780-10,Wind,2350.0,2.35,0.32,6587.52,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL917844947548,2561,,,,minor_distribution,1996.7158800724837
SEE943772738255,E 920784-03,Wind,2350.0,2.35,0.32,6587.52,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL917844947548,1313,,,,generation,1723.8614540365752
SEE930278165128,E 920779-05,Wind,2350.0,2.35,0.32,6587.52,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL919840364121,1313,,,,generation,2292.2660618192303
SEE943289234646,E 920781-04,Wind,2350.0,2.35,0.32,6587.52,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL917844947548,2561,,,,minor_distribution,2410.5327992708276
SEE914056372861,E 920782-08,Wind,2350.0,2.35,0.32,6587.52,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL917844947548,1313,,,,generation,1481.3418798894143
SEE948040855498,E 920778-07,Wind,2350.0,2.35,0.32,6587.52,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL917844947548,1313,,,,generation,1847.5242503799843
SEE928565505962,E 1150700-11,Wind,3000.0,3.0,0.32,8409.6,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL934639342791,1313,,,,generation,1145.7513352001492
SEE940188494881,E 1150701-12,Wind,3000.0,3.0,0.32,8409.6,14913,Werbig,Niederer Fläming,Teltow-Fläming,SEL992696368239,1313,,,,generation,1073.4080825922895
SEE909143665988,WEA 3 / 85144,Wind,3150.0,3.15,0.32,8830.08,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,2773,UW Semlin,WEMAG,110000,generation,492.84344183388646
SEE914682403106,L1 Luckow-Petershagen 1,Wind,3300.0,3.3,0.32,9250.56,16306,Casekow,Casekow,Uckermark,SEL902442741582,1882,,,,,6391.070140099554
SEE947813850111,WEA 4 / 85143,Wind,3150.0,3.15,0.32,8830.08,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,2773,UW Semlin,WEMAG,110000,generation,795.3932573157548
SEE973448508035,WEA 1 / 85146,Wind,3000.0,3.0,0.32,8409.6,19357,Karstädt,Karstädt,Prignitz,SEL949321174093,2773,UW Semlin,WEMAG,110000,generation,728.164838484654
SEE920799135205,L3 Luckow-Petershagen 3,Wind,3300.0,3.3,0.32,9250.56,16306,Casekow,Casekow,Uckermark,SEL902442741582,1882,,,,,5798.820232613843
SEE920212081836,R2 Rötpfuhlweg 2,Wind,3300.0,3.3,0.32,9250.56,16306,Casekow,Casekow,Uckermark,SEL902442741582,1882,,,,,6914.69008462946
SEE916284503307,S1 Streitberge 1,Wind,4200.0,4.2,0.32,11773.44,17291,Oberuckersee,Gerswalde,Uckermark,SEL946360652124,3278,Umspannwerk Bertikow,Enertrag,110000,transmission,3009.473564281715
SEE989235500793,S2 Streitberge 2,Wind,4200.0,4.2,0.32,11773.44,17291,Oberuckersee,Gerswalde,Uckermark,SEL946360652124,3278,Umspannwerk Bertikow,Enertrag,110000,transmission,3331.8558128777604
SEE908771673679,S3 Streitberge 3,Wind,3000.0,3.0,0.32,8409.6,17291,Oberuckersee,Gerswalde,Uckermark,SEL946360652124,3278,Umspannwerk Bertikow,Enertrag,110000,transmission,3714.312394395567
